Input Title,Input Year,Country 1,Country 2,Country 3,Country 4,Language 1,Language 2,Language 3,Language 4,Lang 1,Lang 2,Lang 3,Lang 4,Output Title (for verification),Output Release Date (for verification)
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Black Diamond",2010-09-14
"Ta divna Splitska noc",2009,,,,,,,,,,,,,"Ta divna splitska noć",2004-07-20
"Moscow, Belgium",2009,Belgium,,,,Nederlands,,,,nl,,,,"Aanrijding in Moscou",2008-12-19
"Groenten Uit Balen",2011,Belgium,,,,Nederlands,,,,nl,,,,"Groenten uit Balen",2011-12-14
"Moscow, Belgium",2010,Belgium,,,,Nederlands,,,,nl,,,,"Aanrijding in Moscou",2008-12-19
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Aanrijding in Moscou",2008-12-19
"SM-rechter",2009,Belgium,,,,Nederlands,,,,nl,,,,"SM Rechter",2009-03-11
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"SM Rechter",2009-03-11
"Moscow, Belgium",2010,Belgium,,,,Nederlands,,,,nl,,,,"SM Rechter",2009-03-11
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"SM Rechter",2009-03-11
"Firmin",2007,Belgium,,,,Nederlands,,,,nl,,,,"Firmin",2007-02-14
"Turquaze",2010,,,,,,,,,,,,,"Turquaze",
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Turquaze",
"Les invisibles",2012,France,,,,Français,,,,fr,,,,"Les invisibles",2012-11-28
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Les invisibles",2012-11-28
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Les invisibles",2012-11-28
"Frits en Freddy",2010,,,,,Nederlands,,,,nl,,,,"Frits en Freddy",2010-12-08
"Little Glory",2012,Belgium,,,,,,,,,,,,"Little glory",2011-12-31
"The Three Musketeers (2007)",2007,,,,,,,,,,,,,"Little glory",2011-12-31
"Man zkt vrouw",2007,,,,,,,,,,,,,"Man zkt vrouw",2007-08-08
"Bons baisers de la Colonie",2012,,,,,,,,,,,,,"Man zkt vrouw",2007-08-08
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Man zkt vrouw",2007-08-08
"Ensemble, nous allons vivre une très, très grande histoire d'amour...",2010,France,,,,Français,,,,fr,,,,"Ensemble, nous allons vivre une très, très grande histoire d'amour...",2010-04-07
"Berceau De L'Enfant Pisseur",2008,,,,,,,,,,,,,"Ensemble, nous allons vivre une très, très grande histoire d'amour...",2010-04-07
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Ensemble, nous allons vivre une très, très grande histoire d'amour...",2010-04-07
"22 mei (22nd of May)",2010,Belgium,,,,Nederlands,Français,Deutsch,,nl,fr,de,,"22 Mei",2010-11-17
"Rendez-vous avec un ange (Meeting with an Angel)",2011,France,,,,Français,,,,fr,,,,"Rendez-vous avec un Ange",2011-06-01
"Small Gods",2008,,,,,Nederlands,,,,nl,,,,"Small Gods",2007-09-01
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Small Gods",2007-09-01
"Eagle Hunter's Son",2010,,,,,,,,,,,,,"Eagle Hunter's Son",2009-06-18
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Irina Palm",2007-02-13
"Plop en de kabouterbaby",2009,,,,,,,,,,,,,"Irina Palm",2007-02-13
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Irina Palm",2007-02-13
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Irina Palm",2007-02-13
"Mobile Home",2012,,,,,,,,,,,,,"Mobile Home",2012-08-29
"Offline",2012,Belgium,,,,Nederlands,,,,nl,,,,"Offline",2012-11-14
"Les tremblements lointains",2009,,,,,,,,,,,,,"Offline",2012-11-14
"Marieke, Marieke",2012,Belgium,Germany,,,Français,,,,fr,,,,"Marieke, Marieke",2012-03-28
"Loft (2008)",2008,,,,,,,,,,,,,"Marieke, Marieke",2012-03-28
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Marieke, Marieke",2012-03-28
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Marieke, Marieke",2012-03-28
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Marieke, Marieke",2012-03-28
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Marieke, Marieke",2012-03-28
"Sharkwise",2011,,,,,,,,,,,,,"Marieke, Marieke",2012-03-28
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Irina Palm",2007-02-13
"Winds of Sand, Women of Rock",2010,,,,,,,,,,,,,"Vents de sable, femmes de roc",2011-03-09
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Vents de sable, femmes de roc",2011-03-09
"Dossier K.",2009,Belgium,,,,Nederlands,Deutsch,,,nl,de,,,"Dossier K.",2009-12-09
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Dossier K.",2009-12-09
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Dossier K.",2009-12-09
"Mixed Kebab",2012,Belgium,,,,Nederlands,Türkçe,,,nl,tr,,,"Mixed Kebab",2012-02-29
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Mixed Kebab",2012-02-29
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Mixed Kebab",2012-02-29
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Mixed Kebab",2012-02-29
"Les Fragments d'Antonin",2007,,,,,,,,,,,,,"Les Fragments d'Antonin",
"Irina Palm",2010,Belgium,Germany,France,,English,,,,en,,,,"Irina Palm",2007-02-13
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Irina Palm",2007-02-13
"Swchwrm",2012,Netherlands,,,,Nederlands,,,,nl,,,,"Mijn Avonturen door V. Swchwrm",2012-03-31
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Mijn Avonturen door V. Swchwrm",2012-03-31
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Mijn Avonturen door V. Swchwrm",2012-03-31
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Mijn Avonturen door V. Swchwrm",2012-03-31
"L'Ours Et Le Magicien (Lettonie)",2010,,,,,,,,,,,,,"Mijn Avonturen door V. Swchwrm",2012-03-31
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Mijn Avonturen door V. Swchwrm",2012-03-31
"Zui yao yuan de ju li (The Most Distant Course)",2009,Taiwan,,,,中国,,,,zh,,,,"Zui yao yuan de ju li",2007-11-02
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Zui yao yuan de ju li",2007-11-02
"Severn, La Voix de Nos Enfants",2011,,,,,,,,,,,,,"Severn, la voix de nos enfants",2010-11-10
"Swooni",2011,,,,,,,,,,,,,"Swooni",2011-08-24
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Swooni",2011-08-24
"Heaven's Doors",2007,,,,,,,,,,,,,"Heaven's Doors",2006-01-01
"Moscow, Belgium",2009,Belgium,,,,Nederlands,,,,nl,,,,"Heaven's Doors",2006-01-01
"Occident",2008,Romania,,,,Română,,,,ro,,,,"Occident",2002-05-23
"Portable Life",2011,,,,,,,,,,,,,"Portable Life",
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Portable Life",
"Tempo of a Restless Soul",2010,,,,,,,,,,,,,"Portable Life",
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Portable Life",
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Portable Life",
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Portable Life",
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Portable Life",
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Portable Life",
"Le Dernier des fous",2007,France,,,,Français,,,,fr,,,,"Le Dernier Des Fous",2006-10-07
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Le Dernier Des Fous",2006-10-07
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Le Dernier Des Fous",2006-10-07
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Le Dernier Des Fous",2006-10-07
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Le Dernier Des Fous",2006-10-07
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Le Dernier Des Fous",2006-10-07
"Het varken van Madonna",2011,Belgium,,,,Nederlands,,,,nl,,,,"Het varken van Madonna",2011-11-09
"Le voyage extraordinaire",2012,,,,,Français,English,,,fr,en,,,"Le voyage extraordinaire",2011-12-08
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Le voyage extraordinaire",2011-12-08
"Dead Man Talking",2012,Belgium,,,,Français,,,,fr,,,,"Dead Man Talking",2012-10-03
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Dead Man Talking",2012-10-03
"Smoorverliefd",2010,Belgium,,,,Nederlands,,,,nl,,,,"Smoorverliefd",2010-12-08
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Smoorverliefd",2010-12-08
"Ni à vendre ni à louer",2011,France,,,,Français,,,,fr,,,,"Ni à vendre, ni à louer",2011-06-29
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Ni à vendre, ni à louer",2011-06-29
"Happy Together (2008)",2008,,,,,,,,,,,,,"Ni à vendre, ni à louer",2011-06-29
"Lost Persons Area",2009,,,,,,,,,,,,,"Lost Persons Area",
"Dirty Mind",2009,Belgium,,,,Nederlands,,,,nl,,,,"Dirty Mind",2009-01-28
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Dirty Mind",2009-01-28
"To Walk Again",2007,,,,,,,,,,,,,"Moment of Truth: To Walk Again",1994-02-16
"Het kind van de gruffalo",2012,Germany,United Kingdom,,,English,svenska,Nederlands,suomi,en,sv,nl,fi,"The Gruffalo's Child",2011-12-25
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"The Gruffalo's Child",2011-12-25
"7, 8, 9, Boniface",2012,,,,,,,,,,,,,"The Gruffalo's Child",2011-12-25
"Altiplano (2009)",2009,,,,,,,,,,,,,"The Gruffalo's Child",2011-12-25
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"The Gruffalo's Child",2011-12-25
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"The Gruffalo's Child",2011-12-25
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"The Gruffalo's Child",2011-12-25
"Weekend Aan Zee",2012,Belgium,,,,Nederlands,,,,nl,,,,"Weekend aan Zee",2012-04-25
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Weekend aan Zee",2012-04-25
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Weekend aan Zee",2012-04-25
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Weekend aan Zee",2012-04-25
"Les tribulations d'une caissière",2011,France,,,,Français,,,,fr,,,,"Les tribulations d'une caissière",2011-12-14
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Les tribulations d'une caissière",2011-12-14
"Torpedo",2012,United States of America,,,,English,日本語,,,en,ja,,,"Run Silent, Run Deep",1958-03-27
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Run Silent, Run Deep",1958-03-27
"Holy Money",2009,Italy,Belgium,,,English,Italiano,,,en,it,,,"Holy Money",2009-09-16
"Marieke, Marieke",2011,Belgium,Germany,,,Français,,,,fr,,,,"Marieke, Marieke",2012-03-28
"My Queen Karo",2009,Netherlands,Belgium,,,Nederlands,Français,,,nl,fr,,,"My Queen Karo",2009-10-28
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"My Queen Karo",2009-10-28
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"My Queen Karo",2009-10-28
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"My Queen Karo",2009-10-28
"Quixote's Island",2011,,,,,,,,,,,,,"Quixote's Island",2011-11-10
"Ça brûle",2007,,,,,Français,,,,fr,,,,"Ça brûle",2006-05-22
"Le Lièvre de Vatanen",2007,,,,,,,,,,,,,"Le lièvre de Vatanen",2006-12-27
"Les nouveaux chiens de garde (The New Watchdogs)",2012,,,,,Français,,,,fr,,,,"Les nouveaux chiens de garde",2012-01-10
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Les nouveaux chiens de garde",2012-01-10
"The Hessen Affair",2009,Belgium,Canada,,,English,,,,en,,,,"The Hessen Affair",2009-01-14
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"The Hessen Affair",2009-01-14
"R U There",2010,Taiwan,France,Netherlands,,Nederlands,English,,,nl,en,,,"R U There",2010-06-17
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"R U There",2010-06-17
"Le Prince de ce monde",2008,,,,,Français,,,,fr,,,,"Le Prince de ce monde",2008-06-18
"Rondo (2011)",2011,,,,,,,,,,,,,"Le Prince de ce monde",2008-06-18
"Dek hor",2008,Thailand,,,,ภาษาไทย,,,,th,,,,"Dek hor",2006-02-02
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Dek hor",2006-02-02
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Dek hor",2006-02-02
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Dek hor",2006-02-02
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Dek hor",2006-02-02
"L'envahisseur (The Invader)",2011,Belgium,,,,Français,English,,,fr,en,,,"L'Envahisseur",2011-11-23
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"L'Envahisseur",2011-11-23
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"L'Envahisseur",2011-11-23
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"L'Envahisseur",2011-11-23
"La tête la première",2012,Belgium,,,,Français,,,,fr,,,,"La tête la première",2012-10-03
"L'hiver dernier (Last Winter)",2012,,,,,Français,,,,fr,,,,"L'hiver dernier",2012-02-29
"Blinker en de blixvaten",2008,Belgium,,,,Nederlands,,,,nl,,,,"Blinker en de Blixvaten",2008-12-17
"Une chaîne pour deux",2008,,,,,,,,,,,,,"Blinker en de Blixvaten",2008-12-17
"De leur vivant",2012,Belgium,,,,Français,,,,fr,,,,"De leur vivant",2011-02-23
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"De leur vivant",2011-02-23
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"De leur vivant",2011-02-23
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"De leur vivant",2011-02-23
"Los (2008)",2008,United States of America,,,,English,,,,en,,,,"Underworld: Rise of the Lycans",2009-01-23
"Los caminos de la memoria",2010,,,,,,,,,,,,,"Underworld: Rise of the Lycans",2009-01-23
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Underworld: Rise of the Lycans",2009-01-23
"Les invités de mon père (My Father's Guest)",2010,France,,,,Français,,,,fr,,,,"Les invités de mon père",2010-03-31
"Surya, From Eloquence to Dawn",2008,,,,,,,,,,,,,"Les invités de mon père",2010-03-31
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Les invités de mon père",2010-03-31
"Schellebelle 1919",2011,Belgium,,,,Nederlands,,,,nl,,,,"Schellebelle 1919",2011-07-27
"Lena",2011,Netherlands,Belgium,,,Nederlands,,,,nl,,,,"Lena",2011-10-12
"De Laatste zomer",2007,Belgium,,,,Nederlands,,,,nl,,,,"De Laatste Zomer",2007-07-04
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"De Laatste Zomer",2007-07-04
"Willie En Het Wilde Konijn",2008,,,,,,,,,,,,,"De Laatste Zomer",2007-07-04
"Pulsar",2011,Belgium,,,,Nederlands,Français,English,,nl,fr,en,,"Pulsar",2011-01-11
"Capelito, Le Champignon Magique",2011,Spain,,,,No Language,,,,xx,,,,"Capelito Daddy",2010-10-27
"Noordzee, Texas",2011,Belgium,,,,Nederlands,,,,nl,,,,"Noordzee, Texas",2011-03-16
"Coquelicots",2008,Japan,,,,日本語,,,,ja,,,,"Kokuriko-zaka kara",2011-07-16
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Kokuriko-zaka kara",2011-07-16
"Masangeles",2009,,,,,,,,,,,,,"Kokuriko-zaka kara",2011-07-16
"Tous au Larzac",2012,France,,,,Français,,,,fr,,,,"Tous au Larzac",2011-05-14
"Plop en de kabouterbaby",2009,,,,,,,,,,,,,"Tous au Larzac",2011-05-14
"Moi, Michel G., milliardaire, maître du monde",2011,France,,,,Français,,,,fr,,,,"Moi, Michel G., milliardaire, maître du monde",2011-04-27
"I Am Kalam",2011,India,,,,हिन्दी,English,,,hi,en,,,"I Am Kalam",2011-08-05
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"I Am Kalam",2011-08-05
"Mon colonel",2007,France,Belgium,,,Français,,,,fr,,,,"Mon colonel",2006-11-15
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Mon colonel",2006-11-15
"Sammy's Adventures: The Secret Passage",2011,,,,,,,,,,,,,"Mon colonel",2006-11-15
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Mon colonel",2006-11-15
"Allez, Eddy!",2012,Belgium,,,,Nederlands,Français,,,nl,fr,,,"Allez, Eddy!",2012-03-28
"Noir océan (Black Ocean)",2010,,,,,,,,,,,,,"Noir Océan",2011-06-22
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Noir Océan",2011-06-22
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Noir Océan",2011-06-22
"Wolf",2010,United States of America,,,,English,,,,en,,,,"Wolf",1994-06-17
"De Poetsprins",2007,,,,,,,,,,,,,"Wolf",1994-06-17
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"Wolf",1994-06-17
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Wolf",1994-06-17
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Wolf",1994-06-17
"Fabuleuses Fabulettes",2007,,,,,,,,,,,,,"Wolf",1994-06-17
"Code 37",2011,Belgium,,,,Nederlands,,,,nl,,,,"Code 37",2011-10-26
"Le Tigre Et Les Animaux De La Foret",2011,,,,,,,,,,,,,"Code 37",2011-10-26
"Het Lenteritueel",2008,,,,,,,,,,,,,"Code 37",2011-10-26
"HH, Hitler à Hollywood (Hitler in Hollywood)",2011,,,,,,,,,,,,,"Code 37",2011-10-26
"Sammy's Adventures: The Secret Passage",2010,,,,,,,,,,,,,"Code 37",2011-10-26
"Christmas in Paris",2008,,,,,,,,,,,,,"Code 37",2011-10-26
"Oxygen (Adem)",2010,Belgium,Netherlands,,,Nederlands,,,,nl,,,,"Adem",2011-01-07
"Vous êtes de la police?",2008,,,,,,,,,,,,,"Adem",2011-01-07
"Homme au bain (Man at Bath)",2010,,,,,,,,,,,,,"Homme au bain",2010-09-21
"Irina Palm",2008,Belgium,Germany,France,,English,,,,en,,,,"Homme au bain",2010-09-21
"Formidable",2008,,,,,,,,,,,,,"À bord du 'Formidable': Ramassage du linge",1898-01-01
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"À bord du 'Formidable': Ramassage du linge",1898-01-01
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"À bord du 'Formidable': Ramassage du linge",1898-01-01
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"À bord du 'Formidable': Ramassage du linge",1898-01-01
"Linkeroever",2008,Belgium,,,,Nederlands,,,,nl,,,,"Linkeroever",2008-03-26
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Linkeroever",2008-03-26
"Kerity",2010,France,,,,Français,,,,fr,,,,"Kérity, la maison des contes",2009-12-16
"Wo 11 (11 Flowers)",2012,China,France,,,中国,,,,zh,,,,"Wo 11",2012-05-09
"4, 5, 6... Mélie pain d'épice",2010,,,,,,,,,,,,,"Wo 11",2012-05-09
"Les Fourmis rouges",2007,,,,,,,,,,,,,"Les fourmis rouges",2007-11-14
"Zot van A.",2010,Belgium,,,,Nederlands,,,,nl,,,,"Zot van A.",2010-10-20
"L'Or Noye De Kamituga",2008,,,,,,,,,,,,,"Zot van A.",2010-10-20
"Tot altijd",2012,,,,,Nederlands,,,,nl,,,,"Tot Altijd",2012-01-25
"Little Black Spiders",2012,Belgium,,,,Nederlands,,,,nl,,,,"Little Black Spiders",2012-09-19
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"Little Black Spiders",2012-09-19
"Cabale à Kaboul",2008,,,,,,,,,,,,,"Little Black Spiders",2012-09-19
"Vreemd bloed (The Odd One Out)",2010,,,,,,,,,,,,,"Vreemd bloed",2010-09-02
"Dagen zonder lief",2007,Belgium,,,,Nederlands,,,,nl,,,,"Dagen zonder lief",2007-01-01
"The Woman Who Brushed Off Her Tears (Man on Asphalt)",2012,,,,,,,,,,,,,"Dagen zonder lief",2007-01-01
"La famille Wolberg",2010,,,,,Français,,,,fr,,,,"La Famille Wolberg",2010-03-31
"Irina Palm",2007,Belgium,Germany,France,,English,,,,en,,,,"La Famille Wolberg",2010-03-31
"Ghost Rider: Spirit of Vengeance",2012,United States of America,United Arab Emirates,,,English,,,,en,,,,"La Famille Wolberg",2010-03-31
"Dans ton sommeil (In Their Sleep)",2011,France,,,,Français,,,,fr,,,,"Dans Ton Sommeil",2010-03-21
"Bo (2010)",2010,,,,,,,,,,,,,"Dans Ton Sommeil",2010-03-21
"Hospital Obrero",2009,,,,,,,,,,,,,"Dans Ton Sommeil",2010-03-21
"La Cacería del Nazi (La Traque)",2008,,,,,,,,,,,,,"Dans Ton Sommeil",2010-03-21
"Día de boda",2008,Mexico,,,,Español,,,,es,,,,"El día de la boda",1968-10-31
"Ultima Jugada",2011,United States of America,Canada,,,English,,,,en,,,,"Finder's Fee",2001-01-01
"Que Paso? (2009)",2009,,,,,,,,,,,,,"Finder's Fee",2001-01-01
"Miguel N. El Hombre Detras del Secuestro de Londsdale",2009,,,,,,,,,,,,,"Finder's Fee",2001-01-01
"Schreibe mir - Postkarten nach Copacabana",2009,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"Rojo Amarillo Verde",2009,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"María y los niños pobres",2010,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"Pecado De La Carne",2012,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"En busca del Paraiso",2010,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"La Promo",2008,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"Gud Bisnes (Good Business)",2010,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"Historias De Vino, Singani Y Alcoba",2009,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"Un Diá más",2009,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"Airamppo",2008,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"Las Bellas Durmientes",2012,,,,,,,,,,,,,"Escribeme Postales a Copacabana",2009-08-20
"El Ascensor",2009,France,,,,Français,Español,,,fr,es,,,"Ascenseur pour l'échafaud",1958-06-10
"El Pocholo y su marida",2010,,,,,,,,,,,,,"Ascenseur pour l'échafaud",1958-06-10
"Casting",2010,Spain,,,,Español,,,,es,,,,"Casting",2011-01-01
"Los gringos no comen llajua",2011,,,,,,,,,,,,,"Casting",2011-01-01
"Una Sombra al frente",2008,,,,,,,,,,,,,"Casting",2011-01-01
"Vivir Contra El Tiempo",2012,,,,,,,,,,,,,"Casting",2011-01-01
"El Cementerio De Los Elefantes",2008,,,,,,,,,,,,,"Casting",2011-01-01
"Vidas Lejanas",2011,,,,,,,,,,,,,"Casting",2011-01-01
"Tres Dias (Three Days)",2011,Spain,,,,Español,,,,es,,,,"Tres días",2008-04-25
"Ecoman",2009,,,,,,,,,,,,,"Tres días",2008-04-25
"Maleficarum",2012,,,,,Español,,,,es,,,,"Maleficarum",2011-10-30
"Coração Vagabundo",2009,,,,,,,,,,,,,"Maleficarum",2011-10-30
"Até que a Sorte nos Separe",2012,Brazil,,,,Português,,,,pt,,,,"Até que a sorte nos separe",2012-10-05
"Orquestra dos Meninos",2008,,,,,English,Português,,,en,pt,,,"Orquestra dos meninos",2008-11-07
"A Festa da Menina Morta (The Party of the Girl Dead)",2009,Brazil,,,,Português,,,,pt,,,,"A Festa Da Menina Morta",2009-06-12
"E a Vida Continua...",2012,Brazil,,,,Português,,,,pt,,,,"E a Vida Continua...",2012-09-14
"O Bem Amado",2010,Brazil,,,,Português,,,,pt,,,,"O Bem Amado",2010-07-23
"O Contador de Histórias",2009,Brazil,,,,Português,,,,pt,,,,"O Contador de Histórias",2009-08-07
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"O Contador de Histórias",2009-08-07
"Bezerra de Menezes: O Diário de um Espírito",2008,,,,,Português,,,,pt,,,,"Bezerra de Menezes: O Diário de um Espírito",2008-08-29
"Cada Um Com Seu Cinema",2008,,,,,,,,,,,,,"Bezerra de Menezes: O Diário de um Espírito",2008-08-29
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Bezerra de Menezes: O Diário de um Espírito",2008-08-29
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"Tropa de Elite 2",2010-10-08
"Besouro (Beetle)",2009,,,,,,,,,,,,,"Tropa de Elite 2",2010-10-08
"Juizo (Judgement)",2008,,,,,,,,,,,,,"Tropa de Elite 2",2010-10-08
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"Tropa de Elite 2",2010-10-08
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Tropa de Elite 2",2010-10-08
"As Canções",2011,,,,,Português,,,,pt,,,,"As Canções da Maria",2012-09-30
"Cidade de Dues (City of God)",2004,,,,,,,,,,,,,"As Canções da Maria",2012-09-30
"Uma Professora Muito Maluquinha",2011,Brazil,,,,Português,,,,pt,,,,"Uma Professora Muito Maluquinha",2011-10-07
